,date,region,new_confirmed,1_day_shift,7_day_avg,7_day_shift
4,2020-01-22,New England,0.0,,,
13,2020-01-23,New England,0.0,0.0,,
22,2020-01-24,New England,0.0,0.0,,
31,2020-01-25,New England,0.0,0.0,,
40,2020-01-26,New England,0.0,0.0,,
49,2020-01-27,New England,0.0,0.0,,
58,2020-01-28,New England,0.0,0.0,0.0,
67,2020-01-29,New England,0.0,0.0,0.0,0.0
76,2020-01-30,New England,0.0,0.0,0.0,0.0
85,2020-01-31,New England,0.0,0.0,0.0,0.0
94,2020-02-01,New England,0.0,0.0,0.0,0.0
103,2020-02-02,New England,0.0,0.0,0.0,0.0
112,2020-02-03,New England,0.0,0.0,0.0,0.0
121,2020-02-04,New England,0.0,0.0,0.0,0.0
130,2020-02-05,New England,0.0,0.0,0.0,0.0
139,2020-02-06,New England,0.0,0.0,0.0,0.0
148,2020-02-07,New England,0.0,0.0,0.0,0.0
157,2020-02-08,New England,0.0,0.0,0.0,0.0
166,2020-02-09,New England,0.0,0.0,0.0,0.0
175,2020-02-10,New England,0.0,0.0,0.0,0.0
184,2020-02-11,New England,0.0,0.0,0.0,0.0
193,2020-02-12,New England,0.0,0.0,0.0,0.0
202,2020-02-13,New England,0.0,0.0,0.0,0.0
211,2020-02-14,New England,0.0,0.0,0.0,0.0
220,2020-02-15,New England,0.0,0.0,0.0,0.0
229,2020-02-16,New England,0.0,0.0,0.0,0.0
238,2020-02-17,New England,0.0,0.0,0.0,0.0
247,2020-02-18,New England,0.0,0.0,0.0,0.0
256,2020-02-19,New England,0.0,0.0,0.0,0.0
265,2020-02-20,New England,0.0,0.0,0.0,0.0
274,2020-02-21,New England,0.0,0.0,0.0,0.0
283,2020-02-22,New England,0.0,0.0,0.0,0.0
292,2020-02-23,New England,0.0,0.0,0.0,0.0
301,2020-02-24,New England,0.0,0.0,0.0,0.0
310,2020-02-25,New England,0.0,0.0,0.0,0.0
319,2020-02-26,New England,0.0,0.0,0.0,0.0
328,2020-02-27,New England,0.0,0.0,0.0,0.0
337,2020-02-28,New England,0.0,0.0,0.0,0.0
346,2020-02-29,New England,0.0,0.0,0.0,0.0
355,2020-03-01,New England,0.0,0.0,0.0,0.0
364,2020-03-02,New England,1.0,0.0,0.14285714285714285,0.0
373,2020-03-03,New England,1.0,1.0,0.2857142857142857,0.0
382,2020-03-04,New England,2.0,1.0,0.5714285714285714,0.0
391,2020-03-05,New England,1.0,2.0,0.7142857142857143,0.0
400,2020-03-06,New England,6.0,1.0,1.5714285714285714,0.0
409,2020-03-07,New England,5.0,6.0,2.2857142857142856,0.0
418,2020-03-08,New England,4.0,5.0,2.857142857142857,0.0
427,2020-03-09,New England,29.0,4.0,6.857142857142857,1.0
436,2020-03-10,New England,53.0,29.0,14.285714285714286,1.0
445,2020-03-11,New England,1.0,53.0,14.142857142857142,2.0
454,2020-03-12,New England,18.0,1.0,16.571428571428573,1.0
463,2020-03-13,New England,36.0,18.0,20.857142857142858,6.0
472,2020-03-14,New England,24.0,36.0,23.571428571428573,5.0
481,2020-03-15,New England,19.0,24.0,25.714285714285715,4.0
490,2020-03-16,New England,56.0,19.0,29.571428571428573,29.0
499,2020-03-17,New England,109.0,56.0,37.57142857142857,53.0
508,2020-03-18,New England,102.0,109.0,52.0,1.0
517,2020-03-19,New England,134.0,102.0,68.57142857142857,18.0
526,2020-03-20,New England,218.0,134.0,94.57142857142857,36.0
535,2020-03-21,New England,168.0,218.0,115.14285714285714,24.0
544,2020-03-22,New England,212.0,168.0,142.71428571428572,19.0
553,2020-03-23,New England,404.0,212.0,192.42857142857142,56.0
562,2020-03-24,New England,650.0,404.0,269.7142857142857,109.0
571,2020-03-25,New England,1045.0,650.0,404.42857142857144,102.0
580,2020-03-26,New England,819.0,1045.0,502.2857142857143,134.0
589,2020-03-27,New England,1200.0,819.0,642.5714285714286,218.0
598,2020-03-28,New England,1412.0,1200.0,820.2857142857143,168.0
607,2020-03-29,New England,1379.0,1412.0,987.0,212.0
616,2020-03-30,New England,1553.0,1379.0,1151.142857142857,404.0
625,2020-03-31,New England,1616.0,1553.0,1289.142857142857,650.0
634,2020-04-01,New England,1763.0,1616.0,1391.7142857142858,1045.0
643,2020-04-02,New England,1692.0,1763.0,1516.4285714285713,819.0
652,2020-04-03,New England,2775.0,1692.0,1741.4285714285713,1200.0
661,2020-04-04,New England,2008.0,2775.0,1826.5714285714287,1412.0
670,2020-04-05,New England,1459.0,2008.0,1838.0,1379.0
679,2020-04-06,New England,2880.0,1459.0,2027.5714285714287,1553.0
688,2020-04-07,New England,2585.0,2880.0,2166.0,1616.0
697,2020-04-08,New England,1953.0,2585.0,2193.1428571428573,1763.0
706,2020-04-09,New England,4510.0,1953.0,2595.714285714286,1692.0
715,2020-04-10,New England,3332.0,4510.0,2675.285714285714,2775.0
724,2020-04-11,New England,3245.0,3332.0,2852.0,2008.0
733,2020-04-12,New England,3522.0,3245.0,3146.714285714286,1459.0
742,2020-04-13,New England,3046.0,3522.0,3170.4285714285716,2880.0
751,2020-04-14,New England,2285.0,3046.0,3127.5714285714284,2585.0
760,2020-04-15,New England,2921.0,2285.0,3265.8571428571427,1953.0
769,2020-04-16,New England,3891.0,2921.0,3177.4285714285716,4510.0
778,2020-04-17,New England,3556.0,3891.0,3209.4285714285716,3332.0
787,2020-04-18,New England,2338.0,3556.0,3079.8571428571427,3245.0
796,2020-04-19,New England,2866.0,2338.0,2986.1428571428573,3522.0
805,2020-04-20,New England,2710.0,2866.0,2938.1428571428573,3046.0
814,2020-04-21,New England,4114.0,2710.0,3199.4285714285716,2285.0
823,2020-04-22,New England,4360.0,4114.0,3405.0,2921.0
832,2020-04-23,New England,4244.0,4360.0,3455.4285714285716,3891.0
841,2020-04-24,New England,1317.0,4244.0,3135.5714285714284,3556.0
850,2020-04-25,New England,8392.0,1317.0,4000.4285714285716,2338.0
859,2020-04-26,New England,2664.0,8392.0,3971.5714285714284,2866.0
868,2020-04-27,New England,1812.0,2664.0,3843.285714285714,2710.0
877,2020-04-28,New England,3303.0,1812.0,3727.4285714285716,4114.0
886,2020-04-29,New England,2850.0,3303.0,3511.714285714286,4360.0
895,2020-04-30,New England,3356.0,2850.0,3384.8571428571427,4244.0
904,2020-05-01,New England,3692.0,3356.0,3724.1428571428573,1317.0
913,2020-05-02,New England,2295.0,3692.0,2853.1428571428573,8392.0
922,2020-05-03,New England,2661.0,2295.0,2852.714285714286,2664.0
931,2020-05-04,New England,1386.0,2661.0,2791.8571428571427,1812.0
940,2020-05-05,New England,2895.0,1386.0,2733.5714285714284,3303.0
949,2020-05-06,New England,2605.0,2895.0,2698.5714285714284,2850.0
958,2020-05-07,New England,2940.0,2605.0,2639.1428571428573,3356.0
967,2020-05-08,New England,2620.0,2940.0,2486.0,3692.0
976,2020-05-09,New England,2369.0,2620.0,2496.5714285714284,2295.0
985,2020-05-10,New England,1902.0,2369.0,2388.1428571428573,2661.0
994,2020-05-11,New England,1170.0,1902.0,2357.285714285714,1386.0
1003,2020-05-12,New England,1752.0,1170.0,2194.0,2895.0
1012,2020-05-13,New England,1983.0,1752.0,2105.1428571428573,2605.0
1021,2020-05-14,New England,2656.0,1983.0,2064.5714285714284,2940.0
1030,2020-05-15,New England,2213.0,2656.0,2006.4285714285713,2620.0
1039,2020-05-16,New England,2520.0,2213.0,2028.0,2369.0
1048,2020-05-17,New England,2005.0,2520.0,2042.7142857142858,1902.0
1057,2020-05-18,New England,1958.0,2005.0,2155.285714285714,1170.0
1066,2020-05-19,New England,1503.0,1958.0,2119.714285714286,1752.0
1075,2020-05-20,New England,2045.0,1503.0,2128.5714285714284,1983.0
1084,2020-05-21,New England,1604.0,2045.0,1978.2857142857142,2656.0
1093,2020-05-22,New England,1590.0,1604.0,1889.2857142857142,2213.0
1102,2020-05-23,New England,1405.0,1590.0,1730.0,2520.0
1111,2020-05-24,New England,1648.0,1405.0,1679.0,2005.0
1120,2020-05-25,New England,1144.0,1648.0,1562.7142857142858,1958.0
1129,2020-05-26,New England,1080.0,1144.0,1502.2857142857142,1503.0
1138,2020-05-27,New England,730.0,1080.0,1314.4285714285713,2045.0
1147,2020-05-28,New England,1234.0,730.0,1261.5714285714287,1604.0
1156,2020-05-29,New England,1142.0,1234.0,1197.5714285714287,1590.0
1165,2020-05-30,New England,1264.0,1142.0,1177.4285714285713,1405.0
1174,2020-05-31,New England,1072.0,1264.0,1095.142857142857,1648.0
1183,2020-06-01,New England,4543.0,1072.0,1580.7142857142858,1144.0
1192,2020-06-02,New England,795.0,4543.0,1540.0,1080.0
1201,2020-06-03,New England,735.0,795.0,1540.7142857142858,730.0
1210,2020-06-04,New England,881.0,735.0,1490.2857142857142,1234.0
1219,2020-06-05,New England,935.0,881.0,1460.7142857142858,1142.0
1228,2020-06-06,New England,1126.0,935.0,1441.0,1264.0
1237,2020-06-07,New England,590.0,1126.0,1372.142857142857,1072.0
1246,2020-06-08,New England,425.0,590.0,783.8571428571429,4543.0
1255,2020-06-09,New England,497.0,425.0,741.2857142857143,795.0
1264,2020-06-10,New England,627.0,497.0,725.8571428571429,735.0
1273,2020-06-11,New England,789.0,627.0,712.7142857142857,881.0
1282,2020-06-12,New England,807.0,789.0,694.4285714285714,935.0
1291,2020-06-13,New England,779.0,807.0,644.8571428571429,1126.0
1300,2020-06-14,New England,391.0,779.0,616.4285714285714,590.0
1309,2020-06-15,New England,355.0,391.0,606.4285714285714,425.0
1318,2020-06-16,New England,392.0,355.0,591.4285714285714,497.0
1327,2020-06-17,New England,486.0,392.0,571.2857142857143,627.0
1336,2020-06-18,New England,415.0,486.0,517.8571428571429,789.0
1345,2020-06-19,New England,483.0,415.0,471.57142857142856,807.0
1354,2020-06-20,New England,541.0,483.0,437.57142857142856,779.0
1363,2020-06-21,New England,249.0,541.0,417.2857142857143,391.0
1372,2020-06-22,New England,267.0,249.0,404.7142857142857,355.0
1381,2020-06-23,New England,461.0,267.0,414.57142857142856,392.0
1390,2020-06-24,New England,307.0,461.0,389.0,486.0
1399,2020-06-25,New England,452.0,307.0,394.2857142857143,415.0
1408,2020-06-26,New England,439.0,452.0,388.0,483.0
1417,2020-06-27,New England,656.0,439.0,404.42857142857144,541.0
1426,2020-06-28,New England,413.0,656.0,427.85714285714283,249.0
1435,2020-06-29,New England,243.0,413.0,424.42857142857144,267.0
1444,2020-06-30,New England,362.0,243.0,410.2857142857143,461.0
